,0,cleanText
2020-12-06 16:48:54,"@priyapyadav18 A &amp; A are the middlemen. For Cargill, Monsanto, BlackRock, Walmart, J P Morgan and the other jungle… https://t.co/HvfwNNvjQT","['amp', 'middleman', 'cargil', 'monsanto', 'blackrock', 'walmart', 'morgan', 'jungl']"
2020-12-06 16:22:57,"“La Niña 2020 has evolved quicker and with stronger intensity than many leading climate models predicted,” analysts… https://t.co/zUWvpnjlaP","['niña', 'evolv', 'quicker', 'stronger', 'intens', 'mani', 'lead', 'climat', 'model', 'predict', 'analyst']"
2020-12-06 15:00:00,"#WeeklyRoundUp

Passing as white, Belle da Costa Greene managed J.P. Morgan’s fortune from the 1900s. &gt;… https://t.co/JgCh76nc2k","['weeklyrounduppass', 'white', 'bell', 'costa', 'green', 'manag', 'morgan', 'fortun']"
2020-12-06 14:41:32,$PD PagerDuty price target raised to $45 from $31 at J.P. Morgan,"['pagerduti', 'price', 'target', 'rais', 'morgan']"
2020-12-06 14:20:47,Molson Coors Brewing Co. (TAP) surprised the market with Q1 result.  J.P. Morgan Chase changed the rating to Underp… https://t.co/rv043gEhIh,"['molson', 'coor', 'brew', 'tap', 'surpris', 'market', 'result', 'morgan', 'chase', 'chang', 'rate', 'underp']"
2020-12-06 14:14:26,"@discbit @JimboSamso @APompliano @michael_saylor 😂 you’ll be saying this as the price hits 50k too. Paypal, visa, J… https://t.co/lhLsRMFBiu","['say', 'price', 'hit', 'paypal', 'visa']"
2020-12-06 13:47:39,@Mrunknownfc1 If only he wasn't a piece of sh!t when competing with tesla... Thanks j.p.morgan 😃,"['piec', 'sht', 'compet', 'tesla', 'thank', 'jpmorgan']"
2020-12-06 13:01:56,"Apple Inc. (AAPL) surprised the market with Q2 result.  J.P. Morgan Chase changed the rating to Underperform, as Ap… https://t.co/dLKUz5i6Bb","['appl', 'inc', 'aapl', 'surpris', 'market', 'result', 'morgan', 'chase', 'chang', 'rate', 'underperform']"
2020-12-06 13:00:04,"Morning Inspiration ... ""A man always has two reasons for doing anything: a good reason and the real reason."" - J.P… https://t.co/Y85nmJfbtS","['morn', 'inspir', 'man', 'alway', 'two', 'reason', 'anyth', 'good', 'reason', 'real', 'reason']"
2020-12-06 12:44:54,@AutumnBaccellia @NikolaTeslaFans Tesla was blacklisted by J. P. Morgan. Tesla once tried to set up free energy for… https://t.co/wlUPSl3DvA,"['tesla', 'blacklist', 'morgan', 'tesla', 'tri', 'set', 'free', 'energi']"
2020-12-06 12:30:56,"Alphabet Inc. (GOOG) surprised the market with Q2 result.  J.P. Morgan Chase changed the rating to Outperform, as A… https://t.co/FmuQh2Xt5d","['alphabet', 'inc', 'goog', 'surpris', 'market', 'result', 'morgan', 'chase', 'chang', 'rate', 'outperform']"
2020-12-06 11:41:42,JinkoSolar Holding Company Limi (JKS) surprised the market with Q1 result.  J.P. Morgan Chase changed the rating to… https://t.co/5tGBB44n7h,"['jinkosolar', 'hold', 'compani', 'limi', 'jk', 'surpris', 'market', 'result', 'morgan', 'chase', 'chang', 'rate']"
2020-12-06 10:59:17,RT @jsblokland: J.P. Morgan: ‘...the potential long-term upside for #bitcoin is considerable if it competes more intensely with #gold as an…,"['morgan', 'potenti', 'long', 'term', 'upsid', 'bitcoin', 'consider', 'compet', 'intens', 'gold']"
2020-12-06 10:40:40,JinkoSolar Holding Company Limi (JKS) surprised the market with Q2 result.  J.P. Morgan Chase changed the rating to… https://t.co/GghLJ6DPx0,"['jinkosolar', 'hold', 'compani', 'limi', 'jk', 'surpris', 'market', 'result', 'morgan', 'chase', 'chang', 'rate']"
2020-12-06 09:18:28,"@ChrisPacket14 Inside trading is par for the course these days, J P Morgan just got fined a billin dollars for rigg… https://t.co/xoXOs4EdGc","['insid', 'trade', 'par', 'cours', 'day', 'morgan', 'got', 'fine', 'billin', 'dollar', 'rigg']"
2020-12-06 09:09:03,J.P. Morgan Documentary: How One Man Financed America https://t.co/jOb0wKDdJI via @YouTube,"['morgan', 'documentari', 'one', 'man', 'financ', 'america', 'via']"
2020-12-06 08:41:29,"""There is absolutely no sign of the pace of M&amp;A activity slowing down,” J.P. Morgan co-head of M&amp;A, Dirk Albersmeie… https://t.co/QMXaxNjmfQ","['absolut', 'sign', 'pace', 'mampa', 'activ', 'slow', 'morgan', 'head', 'mampa', 'dirk', 'albersmei']"
2020-12-06 08:25:38,"the ecosystem of all digital work from anywhere world that will transform human civilization.

I doubt if Slack sha… https://t.co/AJdniWFFUf","['ecosystem', 'digit', 'work', 'anywher', 'world', 'transform', 'human', 'civilizationi', 'doubt', 'slack', 'sha']"
2020-12-06 08:21:49,"Raytheon Co. (RTN) surprised the market with Q4 result.  J.P. Morgan Chase changed the rating to Outperform, as Ray… https://t.co/nVFvWsSOP1","['raytheon', 'rtn', 'surpris', 'market', 'result', 'morgan', 'chase', 'chang', 'rate', 'outperform', 'ray']"
2020-12-06 08:09:52,J.P. Morgan Documentary: How One Man Financed America https://t.co/sZtzEDPZiQ via @YouTube,"['morgan', 'documentari', 'one', 'man', 'financ', 'america', 'via']"
2020-12-06 07:01:44,"Axon Enterprise, Inc. (AAXN) surprised the market with Q3 result.  J.P. Morgan Chase changed the rating to Buy, as… https://t.co/ndARyVTiis","['axon', 'enterpris', 'inc', 'aaxn', 'surpris', 'market', 'result', 'morgan', 'chase', 'chang', 'rate', 'buy']"
2020-12-06 06:50:40,"Microsoft Corp. (MSFT) surprised the market with Q4 result.  J.P. Morgan Chase changed the rating to Sell, as Micro… https://t.co/ntZOvuCQwC","['microsoft', 'corp', 'msft', 'surpris', 'market', 'result', 'morgan', 'chase', 'chang', 'rate', 'sell', 'micro']"
2020-12-06 06:30:49,"Raytheon Co. (RTN) surprised the market with Q2 result.  J.P. Morgan Chase changed the rating to Hold, as Raytheon… https://t.co/rzBBBjDgZ1","['raytheon', 'rtn', 'surpris', 'market', 'result', 'morgan', 'chase', 'chang', 'rate', 'hold', 'raytheon']"
2020-12-06 06:09:57,"The dean of American bankers J.P Morgan once advised a young broker, ""Take waste out of your spending, you will dri… https://t.co/esTTASlAWr","['dean', 'american', 'banker', 'morgan', 'advis', 'young', 'broker', 'take', 'wast', 'spend', 'dri']"
2020-12-06 05:27:15,"@cchukudebelu The US was built on enterprise, not handouts! 

If J. P. Morgan was not smart enough to read the Linc… https://t.co/Uy246Tpz8C","['built', 'enterpris', 'handout', 'morgan', 'smart', 'enough', 'read', 'linc']"
2020-12-06 04:50:42,"Raytheon Co. (RTN) surprised the market with Q3 result.  J.P. Morgan Chase changed the rating to Hold, as Raytheon… https://t.co/LHrFT4MMw3","['raytheon', 'rtn', 'surpris', 'market', 'result', 'morgan', 'chase', 'chang', 'rate', 'hold', 'raytheon']"
2020-12-06 04:21:15,RT @jpmorgan: Don’t get caught up in the market noise. Accessing a personalized investment strategy from a J.P. Morgan Advisor has never be…,"['get', 'caught', 'market', 'nois', 'access', 'person', 'invest', 'strategi', 'morgan', 'advisor', 'never']"
2020-12-06 03:30:48,"Axon Enterprise, Inc. (AAXN) surprised the market with Q2 result.  J.P. Morgan Chase changed the rating to Buy, as… https://t.co/lE3NswcWL1","['axon', 'enterpris', 'inc', 'aaxn', 'surpris', 'market', 'result', 'morgan', 'chase', 'chang', 'rate', 'buy']"
2020-12-06 02:02:30,@Cou_J Agreed you’ve thrown the ball on P and 10 on each drive and with 55 seconds left you don’t try to even get i… https://t.co/0eKDVdxE58,"['agre', 'thrown', 'ball', 'drive', 'second', 'left', 'tri', 'even', 'get']"
2020-12-06 01:40:59,"Alphabet Inc. (GOOG) surprised the market with Q4 result.  J.P. Morgan Chase changed the rating to Outperform, as A… https://t.co/2XTpMUpxra","['alphabet', 'inc', 'goog', 'surpris', 'market', 'result', 'morgan', 'chase', 'chang', 'rate', 'outperform']"
2020-12-06 01:28:52,The Christmas song “Jingle Bells” was first performed in 1857 in *checks notes* the month of September by *checks n… https://t.co/DWXUyNXFjf,"['christma', 'song', 'jingl', 'bell', 'first', 'perform', 'check', 'note', 'month', 'septemb', 'check']"
2020-12-06 01:00:49,"Intuitive Surgical, Inc. (ISRG) surprised the market with Q2 result.  J.P. Morgan Chase changed the rating to Sell,… https://t.co/pfDFncdrbQ","['intuit', 'surgic', 'inc', 'isrg', 'surpris', 'market', 'result', 'morgan', 'chase', 'chang', 'rate', 'sell']"
2020-12-06 00:50:35,"RT @jpmorgan: ""There is absolutely no sign of the pace of M&amp;A activity slowing down,” J.P. Morgan co-head of M&amp;A, Dirk Albersmeier, discuss…","['absolut', 'sign', 'pace', 'mampa', 'activ', 'slow', 'morgan', 'head', 'mampa', 'dirk', 'albersmei', 'discus']"
2020-12-06 00:47:57,"@HumanOpenly @derickson1859 @ThePlowboys @SawyerHackett Exactly.  Even  J.P. Morgan, the owner of the conglomerate… https://t.co/pHrLQAgyUB","['exactli', 'even', 'morgan', 'owner', 'conglomer']"
2020-12-06 00:40:51,"CVS Health Corp. (CVS) surprised the market with Q1 result.  J.P. Morgan Chase changed the rating to Hold, as CVS H… https://t.co/8k00NVJ1aS","['cv', 'health', 'corp', 'cv', 'surpris', 'market', 'result', 'morgan', 'chase', 'chang', 'rate', 'hold', 'cv']"
2020-12-06 00:01:49,@LiftedBidOn @goodalexander Yes but those seem to be domestic chinese banks? Unless J.P. Morgan or morgan stanley actually put capital there,"['ye', 'seem', 'domest', 'chine', 'bank', 'unless', 'morgan', 'morgan', 'stanley', 'actual', 'put', 'capit']"
2020-12-05 23:50:44,"Tesla, Inc. (TSLA) surprised the market with Q4 result.  J.P. Morgan Chase changed the rating to Outperform, as Tes… https://t.co/jR9QLnx5y0","['tesla', 'inc', 'tsla', 'surpris', 'market', 'result', 'morgan', 'chase', 'chang', 'rate', 'outperform', 'te']"
2020-12-05 23:45:57,@AlanMCole What about J.p. morgan who doesn't let you use special characters on your bank account PW or doesn't let… https://t.co/PxxFP1S2hV,"['morgan', 'let', 'use', 'special', 'charact', 'bank', 'account', 'let']"
2020-12-05 23:45:45,J.P. Morgan Bank Broker Cleared of Coronavirus Crash Claim https://t.co/ZodxDtOO4g,"['morgan', 'bank', 'broker', 'clear', 'coronaviru', 'crash', 'claim']"
2020-12-05 23:40:42,"The Walt Disney Company (DIS) surprised the market with Q2 result.  J.P. Morgan Chase changed the rating to Sell, a… https://t.co/bS7RfVeCcI","['walt', 'disney', 'compani', 'di', 'surpris', 'market', 'result', 'morgan', 'chase', 'chang', 'rate', 'sell']"
2020-12-05 23:25:35,"Belle da Costa Greene Managed J.P. Morgan’s Fortune For 43 Years, Passing as a White Woman https://t.co/ejnm4mVxKp","['bell', 'costa', 'green', 'manag', 'morgan', 'fortun', 'year', 'pas', 'white', 'woman']"
2020-12-05 23:19:54,"RT @OthalieGraham: Passing as white, Belle da Costa Greene managed J.P. Morgan's fortune from the 1900s - Face2Face Africa https://t.co/CuT…","['pas', 'white', 'bell', 'costa', 'green', 'manag', 'morgan', 'fortun', 'facefac', 'africa']"
2020-12-05 23:10:47,"AT&amp;T Inc. (T) surprised the market with Q2 result.  J.P. Morgan Chase changed the rating to Sell, as AT&amp;T Inc. (T)… https://t.co/xUNhCs2zHJ","['atampt', 'inc', 'surpris', 'market', 'result', 'morgan', 'chase', 'chang', 'rate', 'sell', 'atampt', 'inc']"
2020-12-05 23:09:10,"Passing as white, Belle da Costa Greene managed J.P. Morgan's fortune from the 1900s - Face2Face Africa https://t.co/CuT46w41Ei","['pas', 'white', 'bell', 'costa', 'green', 'manag', 'morgan', 'fortun', 'facefac', 'africa']"
2020-12-05 23:07:29,"""Millionaires don’t use Astrology, BILLIONAIRES do”
 -J.P. Morgan","['millionair', 'use', 'astrolog', 'billionair', 'morgan']"
2020-12-05 22:40:47,JinkoSolar Holding Company Limi (JKS) surprised the market with Q1 result.  J.P. Morgan Chase changed the rating to… https://t.co/dtHRUSN1p7,"['jinkosolar', 'hold', 'compani', 'limi', 'jk', 'surpris', 'market', 'result', 'morgan', 'chase', 'chang', 'rate']"
2020-12-05 22:16:19,"RT @2PMinc: Polymathic Audio No. 013 publishes on Monday. Here’s a quick quote from today’s interview.

I work many more hours per day than…","['polymath', 'audio', 'publish', 'monday', 'quick', 'quot', 'today', 'interviewi', 'work', 'mani', 'hour', 'per', 'day']"
2020-12-05 22:13:28,"Polymathic Audio No. 013 publishes on Monday. Here’s a quick quote from today’s interview.

I work many more hours… https://t.co/5x4wj43Z1F","['polymath', 'audio', 'publish', 'monday', 'quick', 'quot', 'today', 'interviewi', 'work', 'mani', 'hour']"
2020-12-05 21:40:43,"Exxon Mobil Corp. (XOM) surprised the market with Q4 result.  J.P. Morgan Chase changed the rating to Underperform,… https://t.co/1o2nMO272i","['exxon', 'mobil', 'corp', 'xom', 'surpris', 'market', 'result', 'morgan', 'chase', 'chang', 'rate', 'underperform']"
2020-12-05 21:30:58,"Apple Inc. (AAPL) surprised the market with Q2 result.  J.P. Morgan Chase changed the rating to Buy, as Apple Inc.… https://t.co/mJ390XH6Sg","['appl', 'inc', 'aapl', 'surpris', 'market', 'result', 'morgan', 'chase', 'chang', 'rate', 'buy', 'appl', 'inc']"
2020-12-05 21:26:58,@benawoks @oloye__ @cchukudebelu Andrew Carnegie and J.P Morgan did a great a job,"['andrew', 'carnegi', 'morgan', 'great', 'job']"
2020-12-05 21:23:51,"@BabaCugs Listen and be normal... You are not J.P.Morgan

https://t.co/80KX48OEwQ","['listen', 'normal', 'jpmorgan']"
2020-12-05 21:21:53,J.P. Morgan Draws on Inspiration for Its Annual List of What to Read and Do https://t.co/xqUX5lK5Pu via @BarronsOnline,"['morgan', 'draw', 'inspir', 'annual', 'list', 'read', 'via']"
2020-12-05 21:17:22,"Join Meera Pandit, Market Analyst of J.P. Morgan Asset Management and me as we look ahead and provide our Economic… https://t.co/Nb3fO15GRP","['join', 'meera', 'pandit', 'market', 'analyst', 'morgan', 'asset', 'manag', 'look', 'ahead', 'provid', 'econom']"
2020-12-05 19:58:58,"“La Niña 2020 has evolved quicker and with stronger intensity than many leading climate models predicted,” analysts… https://t.co/AQ93QFeEoI","['niña', 'evolv', 'quicker', 'stronger', 'intens', 'mani', 'lead', 'climat', 'model', 'predict', 'analyst']"
2020-12-05 19:35:29,"J.P. Morgan Securities LLC.
Co-Managers:Drexel Hamilton, LLC and Academy Securities, Inc.","['morgan', 'secur', 'llcco', 'managersdrexel', 'hamilton', 'llc', 'academi', 'secur', 'inc']"
2020-12-05 19:28:42,"#CharltonAthletic #cafc 
2020-21 05/12

C.Washington 5
C.Aneke 5
A.Morgan 2
E.Oztumer 1
M.Bonne 1
C.Barker 1
A.Doug… https://t.co/yufan6KQcQ","['charltonathlet', 'cafc', 'cwashington', 'canek', 'amorgan', 'eoztum', 'mbonn', 'cbarker', 'adoug']"
2020-12-05 19:22:02,"RT @ssrestrepo: “La Niña 2020 has evolved quicker and with stronger intensity than many leading climate models predicted,” analysts from J.…","['niña', 'evolv', 'quicker', 'stronger', 'intens', 'mani', 'lead', 'climat', 'model', 'predict', 'analyst']"
2020-12-05 18:51:57,"┏•🎄•ೋ•• 🎅 ••ೋ•🎄•┓
COMING SOON
CHRISTMAS
OF MY BROKEN ANGEL
By
J Morgan Woodall
Releasing December 17
┗•🎄•ೋ•• 🎅 ••ೋ•… https://t.co/ii67skH0KG","['come', 'soonchristmasof', 'broken', 'angelbyj', 'morgan', 'woodallreleas', 'decemb']"
2020-12-05 17:10:45,"AT&amp;T Inc. (T) surprised the market with Q3 result.  J.P. Morgan Chase changed the rating to Buy, as AT&amp;T Inc. (T) i… https://t.co/JyJhr9jQF9","['atampt', 'inc', 'surpris', 'market', 'result', 'morgan', 'chase', 'chang', 'rate', 'buy', 'atampt', 'inc']"
2020-12-05 16:21:01,"Alphabet Inc. (GOOG) surprised the market with Q2 result.  J.P. Morgan Chase changed the rating to Hold, as Alphabe… https://t.co/8ont85KnJh","['alphabet', 'inc', 'goog', 'surpris', 'market', 'result', 'morgan', 'chase', 'chang', 'rate', 'hold', 'alphab']"
2020-12-05 16:20:04,"@RepFredKeller @realDonaldTrump Fred Keller includes Genghis Khan, Barry Goldwater, J.P. Morgan and John D. Rockefe… https://t.co/zjr70ni8gg","['fred', 'keller', 'includ', 'genghi', 'khan', 'barri', 'goldwat', 'morgan', 'john', 'rockef']"
2020-12-05 16:14:03,"Delaying a brand new income tax is a ""dumb"" idea says Lamont.  Well, not all of us are trust fund babies who are th… https://t.co/S7ciTN9gKz","['delay', 'brand', 'new', 'incom', 'tax', 'dumb', 'idea', 'say', 'lamont', 'well', 'trust', 'fund', 'babi']"
2020-12-05 16:04:19,"RT @ChiefMolloy: “Go as far as you can see; when you get there, you'll be able to see farther.” — J. P. Morgan #WeekendWisdom #SaturdayMorn…","['far', 'see', 'get', 'abl', 'see', 'farther', 'morgan', 'weekendwisdom', 'saturdaymorn']"
2020-12-05 16:01:38,"J.P. Morgan Asset Management to buy fintech company 55ip 

READ MORE: https://t.co/bBPSaE2UHz

#Bank #blockchain… https://t.co/cLM6TJOpyI","['morgan', 'asset', 'manag', 'buy', 'fintech', 'compani', 'read', 'blockchain']"
2020-12-05 15:51:19,"""A man always has two reasons for doing anything: a good reason and the real reason."" J.P. Morgan","['man', 'alway', 'two', 'reason', 'anyth', 'good', 'reason', 'real', 'reason', 'morgan']"
2020-12-05 15:34:38,"5.12.2020 Zina yx tog bort antis cmnt p hens vid-&gt;Merkel in not J, Rockefeller is not J https://t.co/vKfZLzJgXl fr… https://t.co/sGbGu2twIV","['zina', 'tog', 'bort', 'anti', 'cmnt', 'hen', 'vid', 'gtmerkel', 'rockefel']"
2020-12-05 15:19:49,@patrickc Time to use the old J.P. Morgan trick. Close the doors - no one in or out until it's done.,"['time', 'use', 'old', 'morgan', 'trick', 'close', 'door', 'one', 'done']"
2020-12-05 14:59:08,“The first step towards getting somewhere is to decide you’re not going to stay where you are.” — J.P. Morgan… https://t.co/3uiXcMDcXB,"['first', 'step', 'toward', 'get', 'somewher', 'decid', 'go', 'stay', 'morgan']"
2020-12-05 13:57:13,Yesterday's best opportunity: NCR stock went more than 7% after NCR stock price target raised to $34 from $28 at J.… https://t.co/aG734VP7oI,"['yesterday', 'best', 'opportun', 'ncr', 'stock', 'went', 'ncr', 'stock', 'price', 'target', 'rais']"
2020-12-05 13:00:57,"“Go as far as you can see; when you get there, you'll be able to see farther.” — J. P. Morgan #WeekendWisdom #SaturdayMorning","['far', 'see', 'get', 'abl', 'see', 'farther', 'morgan', 'weekendwisdom', 'saturdaymorn']"
2020-12-05 12:37:23,"RT @NABAInc: Congrats to the Black honorees featured in the 2021 Forbes 30 Under 30 Finance Division!

Chelsea Crowder, 28, VP of J.P. Morg…","['congrat', 'black', 'honore', 'featur', 'forb', 'financ', 'divisionchelsea', 'crowder', 'morg']"
2020-12-05 12:30:14,"RT @kayizarica: “The first step towards getting somewhere is to decide you’re not going to stay where you are.” 

J.P. Morgan","['first', 'step', 'toward', 'get', 'somewher', 'decid', 'go', 'stay', 'morgan']"
2020-12-05 12:00:40,JinkoSolar Holding Company Limi (JKS) surprised the market with Q2 result.  J.P. Morgan Chase changed the rating to… https://t.co/dEVS80SQHG,"['jinkosolar', 'hold', 'compani', 'limi', 'jk', 'surpris', 'market', 'result', 'morgan', 'chase', 'chang', 'rate']"
2020-12-05 11:45:32,"RT @fduadmissions: #tbt to the old days, when Thomas Edison and J.P. Morgan worked with Hamilton Twombly to create an electrical tunnel sys…","['tbt', 'old', 'day', 'thoma', 'edison', 'morgan', 'work', 'hamilton', 'twombl', 'creat', 'electr', 'tunnel', 'sy']"
2020-12-05 11:37:06,@TheTechTraders this is how gold investors are treated by J P Morgan. had to use the video taken from the current m… https://t.co/XqR4SAg4NF,"['gold', 'investor', 'treat', 'morgan', 'use', 'video', 'taken', 'current']"
2020-12-05 11:29:18,RT @sirronniecohen: Great to see IMPACT listed in @jpmorgan's annual list of what to read in 2021! Time to add IMPACT to your Xmas wish lis…,"['great', 'see', 'impact', 'list', 'annual', 'list', 'read', 'time', 'add', 'impact', 'xma', 'wish', 'li']"
2020-12-05 10:40:39,"Intuitive Surgical, Inc. (ISRG) surprised the market with Q4 result.  J.P. Morgan Chase changed the rating to Under… https://t.co/Xzk1EcRCVK","['intuit', 'surgic', 'inc', 'isrg', 'surpris', 'market', 'result', 'morgan', 'chase', 'chang', 'rate']"
2020-12-05 10:29:13,"Go as far as you can see; when you get there, you'll be able to see farther.

~ J. P. Morgan
#quote #success https://t.co/g3Vn01xDvK","['far', 'see', 'get', 'abl', 'see', 'farther', 'morganquot', 'success']"
2020-12-05 09:39:58,#TrowePrice largest sales in #Q32020. Read about the #Trade of #J P Morgan Chase &amp; Co $JPM at https://t.co/EEbudcLHux,"['trowepric', 'largest', 'sale', 'read', 'trade', 'morgan', 'chase', 'amp', 'jpm']"
2020-12-05 09:35:02,"J.P. Morgan Asset Management announced that it has entered into a definitive #Agreement to acquire 55ip, a #FinTech… https://t.co/0KCr4RNq8z","['morgan', 'asset', 'manag', 'announc', 'enter', 'definit', 'agreement', 'acquir', 'fintech']"
2020-12-05 09:20:48,"Axon Enterprise, Inc. (AAXN) surprised the market with Q2 result.  J.P. Morgan Chase changed the rating to Hold, as… https://t.co/04kOOwfWXB","['axon', 'enterpris', 'inc', 'aaxn', 'surpris', 'market', 'result', 'morgan', 'chase', 'chang', 'rate', 'hold']"
2020-12-05 09:01:16,"RT @EsotericExposal: Between 1865 and 1913, London bankers led by the Rothschilds used agents such as J.P. Morgan and J.D. Rockefeller to g…","['london', 'banker', 'led', 'rothschild', 'use', 'agent', 'morgan', 'rockefel']"
2020-12-05 08:41:47,"CVS Health Corp. (CVS) surprised the market with Q4 result.  J.P. Morgan Chase changed the rating to Buy, as CVS He… https://t.co/SNit8ntFVV","['cv', 'health', 'corp', 'cv', 'surpris', 'market', 'result', 'morgan', 'chase', 'chang', 'rate', 'buy', 'cv']"
2020-12-05 08:20:40,"AT&amp;T Inc. (T) surprised the market with Q3 result.  J.P. Morgan Chase changed the rating to Outperform, as AT&amp;T Inc… https://t.co/Q2mSyAfdmw","['atampt', 'inc', 'surpris', 'market', 'result', 'morgan', 'chase', 'chang', 'rate', 'outperform', 'atampt', 'inc']"
2020-12-05 08:10:39,Molson Coors Brewing Co. (TAP) surprised the market with Q3 result.  J.P. Morgan Chase changed the rating to Outper… https://t.co/iczmX9scta,"['molson', 'coor', 'brew', 'tap', 'surpris', 'market', 'result', 'morgan', 'chase', 'chang', 'rate', 'outper']"
2020-12-05 08:08:15,J.P. Morgan Exchange-Traded Fund Trust files with the SEC-JPMorgan Carbon Transition U.S. Equity ETF https://t.co/guhtWsemis,"['morgan', 'exchang', 'trade', 'fund', 'trust', 'file', 'sec', 'jpmorgan', 'carbon', 'transit', 'equiti', 'etf']"
2020-12-05 07:59:41,@ChartShark13 was talking to a trader from J.p. morgan tonight and i told him about my $BB play and he told me “sta… https://t.co/9TA3T51T0i,"['talk', 'trader', 'morgan', 'tonight', 'told', 'play', 'told', 'sta']"
2020-12-05 07:52:06,"A quick bio piece on my hero, the absolute legend who was JP Morgan, and how he saved America.

For those who kinda… https://t.co/X2gqqT6XxH","['quick', 'bio', 'piec', 'hero', 'absolut', 'legend', 'morgan', 'save', 'americafor', 'kinda']"
2020-12-05 07:13:40,"“La Niña 2020 has evolved quicker and with stronger intensity than many leading climate models predicted,” analysts… https://t.co/ozMLWrjlbc","['niña', 'evolv', 'quicker', 'stronger', 'intens', 'mani', 'lead', 'climat', 'model', 'predict', 'analyst']"
2020-12-05 06:51:40,"Exxon Mobil Corp. (XOM) surprised the market with Q4 result.  J.P. Morgan Chase changed the rating to Underperform,… https://t.co/KCKLhMuLto","['exxon', 'mobil', 'corp', 'xom', 'surpris', 'market', 'result', 'morgan', 'chase', 'chang', 'rate', 'underperform']"
2020-12-05 05:06:48,call me J.P. Morgan the way I chAse bank,"['call', 'morgan', 'way', 'chase', 'bank']"
2020-12-05 04:56:33,@HalSaline @zazzybritches @MykeyCantona7 @RonPyke @MairScott3 @BubbaJoeJimBob1 @doug_in_nc @62WalterP @IMundebo… https://t.co/kGrJBNIRZk,[]
2020-12-05 04:00:41,"General Motors Co. (GM) surprised the market with Q1 result.  J.P. Morgan Chase changed the rating to Sell, as Gene… https://t.co/UqEr7iECQE","['gener', 'motor', 'surpris', 'market', 'result', 'morgan', 'chase', 'chang', 'rate', 'sell', 'gene']"
2020-12-05 03:52:05,"J.P Morgan saw ""a recovery to above-trend global growth in 2020.""

""J.P. Morgan Research is targeting 2-year and 10… https://t.co/3XmK65edCc","['morgan', 'saw', 'recoveri', 'trend', 'global', 'growth', 'morgan', 'research', 'target', 'year']"
2020-12-05 03:32:34,"RT @FinanceMedia1: If you have to ask how much it costs, you can’t afford it.

 - J.P. Morgan","['ask', 'much', 'cost', 'afford', 'morgan']"
2020-12-05 03:14:11,"@chakery Btc target price was recently put at 140,000 by J.P. Morgan. I forget the year but many say it will be wor… https://t.co/Y8M0907584","['btc', 'target', 'price', 'recent', 'put', 'morgan', 'forget', 'year', 'mani', 'say', 'wor']"
2020-12-05 03:08:47,@keyflrt the only thing besides the british one that came up is a j.p. morgan executive director?? n i don’t think they’re referring to him,"['thing', 'besid', 'british', 'one', 'came', 'morgan', 'execut', 'director', 'think', 'refer']"
2020-12-05 02:54:29,"@RareGemHunt @tgh0321 @DailyCaller J P Morgan Chase is the New American Currency 
Silver back called Amero // oppos… https://t.co/qIJoCaOYdW","['morgan', 'chase', 'new', 'american', 'currenc', 'silver', 'back', 'call', 'amero', 'oppo']"
2020-12-05 02:42:57,"Passing as white, Belle da Costa Greene managed J.P. Morgan's fortune from the 1900s - Face2Face Africa https://t.co/H2Z3yBRmae","['pas', 'white', 'bell', 'costa', 'green', 'manag', 'morgan', 'fortun', 'facefac', 'africa']"
2020-12-05 02:21:43,"Intuitive Surgical, Inc. (ISRG) surprised the market with Q1 result.  J.P. Morgan Chase changed the rating to Under… https://t.co/2VfKLFFamv","['intuit', 'surgic', 'inc', 'isrg', 'surpris', 'market', 'result', 'morgan', 'chase', 'chang', 'rate']"
2020-12-05 01:31:47,"Axon Enterprise, Inc. (AAXN) surprised the market with Q2 result.  J.P. Morgan Chase changed the rating to Underper… https://t.co/qFzrwHCApx","['axon', 'enterpris', 'inc', 'aaxn', 'surpris', 'market', 'result', 'morgan', 'chase', 'chang', 'rate', 'underp']"
2020-12-05 00:48:28,RT @advisorhubinc: An arbitration panel this week threw cold water on a customer’s complaint that J.P. Morgan owed him money for failing to…,"['arbitr', 'panel', 'week', 'threw', 'cold', 'water', 'custom', 'complaint', 'morgan', 'owe', 'money', 'fail']"
2020-12-05 00:23:15,@CMoneyNoMoney @tommyrennolds It gets wilder than that... https://t.co/LNtYrShbwP,"['get', 'wilder']"
2020-12-05 00:10:54,"Axon Enterprise, Inc. (AAXN) surprised the market with Q2 result.  J.P. Morgan Chase changed the rating to Hold, as… https://t.co/WvCrpbejub","['axon', 'enterpris', 'inc', 'aaxn', 'surpris', 'market', 'result', 'morgan', 'chase', 'chang', 'rate', 'hold']"
2020-12-05 00:00:00,"If you have to ask how much it costs, you can’t afford it.

 - J.P. Morgan","['ask', 'much', 'cost', 'afford', 'morgan']"
2020-12-04 23:51:40,"Apple Inc. (AAPL) surprised the market with Q3 result.  J.P. Morgan Chase changed the rating to Hold, as Apple Inc.… https://t.co/TcbS40u9vV","['appl', 'inc', 'aapl', 'surpris', 'market', 'result', 'morgan', 'chase', 'chang', 'rate', 'hold', 'appl', 'inc']"
2020-12-04 23:42:45,J.P. Morgan Exchange-Traded Fund Trust (0001485894) (Filer) https://t.co/dEmjH03lf5 #SecuritiesExchangeCommission… https://t.co/YMvlyajTE3,"['morgan', 'exchang', 'trade', 'fund', 'trust', 'filer', 'securitiesexchangecommiss']"
