,0,cleanText
2020-12-06 13:01:56,"Apple Inc. (AAPL) surprised the market with Q2 result.  J.P. Morgan Chase changed the rating to Underperform, as Ap… https://t.co/dLKUz5i6Bb","['apple', 'inc', 'aapl', 'surprised', 'market', 'result', 'morgan', 'chase', 'changed', 'rating', 'underperform']"
2020-12-06 13:00:04,"Morning Inspiration ... ""A man always has two reasons for doing anything: a good reason and the real reason."" - J.P… https://t.co/Y85nmJfbtS","['morning', 'inspiration', 'man', 'always', 'two', 'reason', 'anything', 'good', 'reason', 'real', 'reason']"
2020-12-06 12:44:54,@AutumnBaccellia @NikolaTeslaFans Tesla was blacklisted by J. P. Morgan. Tesla once tried to set up free energy for… https://t.co/wlUPSl3DvA,"['tesla', 'blacklisted', 'morgan', 'tesla', 'tried', 'set', 'free', 'energy']"
2020-12-06 12:30:56,"Alphabet Inc. (GOOG) surprised the market with Q2 result.  J.P. Morgan Chase changed the rating to Outperform, as A… https://t.co/FmuQh2Xt5d","['alphabet', 'inc', 'goog', 'surprised', 'market', 'result', 'morgan', 'chase', 'changed', 'rating', 'outperform']"
2020-12-06 11:41:42,JinkoSolar Holding Company Limi (JKS) surprised the market with Q1 result.  J.P. Morgan Chase changed the rating to… https://t.co/5tGBB44n7h,"['jinkosolar', 'holding', 'company', 'limi', 'jks', 'surprised', 'market', 'result', 'morgan', 'chase', 'changed', 'rating']"
2020-12-06 10:59:17,RT @jsblokland: J.P. Morgan: ‘...the potential long-term upside for #bitcoin is considerable if it competes more intensely with #gold as an…,"['morgan', 'potential', 'long', 'term', 'upside', 'bitcoin', 'considerable', 'competes', 'intensely', 'gold']"
2020-12-06 10:40:40,JinkoSolar Holding Company Limi (JKS) surprised the market with Q2 result.  J.P. Morgan Chase changed the rating to… https://t.co/GghLJ6DPx0,"['jinkosolar', 'holding', 'company', 'limi', 'jks', 'surprised', 'market', 'result', 'morgan', 'chase', 'changed', 'rating']"
2020-12-06 09:18:28,"@ChrisPacket14 Inside trading is par for the course these days, J P Morgan just got fined a billin dollars for rigg… https://t.co/xoXOs4EdGc","['inside', 'trading', 'par', 'course', 'day', 'morgan', 'got', 'fined', 'billin', 'dollar', 'rigg']"
2020-12-06 09:09:03,J.P. Morgan Documentary: How One Man Financed America https://t.co/jOb0wKDdJI via @YouTube,"['morgan', 'documentary', 'one', 'man', 'financed', 'america', 'via']"
2020-12-06 08:41:29,"""There is absolutely no sign of the pace of M&amp;A activity slowing down,” J.P. Morgan co-head of M&amp;A, Dirk Albersmeie… https://t.co/QMXaxNjmfQ","['absolutely', 'sign', 'pace', 'mampa', 'activity', 'slowing', 'morgan', 'head', 'mampa', 'dirk', 'albersmeie']"
2020-12-06 08:25:38,"the ecosystem of all digital work from anywhere world that will transform human civilization.

I doubt if Slack sha… https://t.co/AJdniWFFUf","['ecosystem', 'digital', 'work', 'anywhere', 'world', 'transform', 'human', 'civilizationi', 'doubt', 'slack', 'sha']"
2020-12-06 08:21:49,"Raytheon Co. (RTN) surprised the market with Q4 result.  J.P. Morgan Chase changed the rating to Outperform, as Ray… https://t.co/nVFvWsSOP1","['raytheon', 'rtn', 'surprised', 'market', 'result', 'morgan', 'chase', 'changed', 'rating', 'outperform', 'ray']"
2020-12-06 08:09:52,J.P. Morgan Documentary: How One Man Financed America https://t.co/sZtzEDPZiQ via @YouTube,"['morgan', 'documentary', 'one', 'man', 'financed', 'america', 'via']"
2020-12-06 07:01:44,"Axon Enterprise, Inc. (AAXN) surprised the market with Q3 result.  J.P. Morgan Chase changed the rating to Buy, as… https://t.co/ndARyVTiis","['axon', 'enterprise', 'inc', 'aaxn', 'surprised', 'market', 'result', 'morgan', 'chase', 'changed', 'rating', 'buy']"
2020-12-06 06:50:40,"Microsoft Corp. (MSFT) surprised the market with Q4 result.  J.P. Morgan Chase changed the rating to Sell, as Micro… https://t.co/ntZOvuCQwC","['microsoft', 'corp', 'msft', 'surprised', 'market', 'result', 'morgan', 'chase', 'changed', 'rating', 'sell', 'micro']"
2020-12-06 06:30:49,"Raytheon Co. (RTN) surprised the market with Q2 result.  J.P. Morgan Chase changed the rating to Hold, as Raytheon… https://t.co/rzBBBjDgZ1","['raytheon', 'rtn', 'surprised', 'market', 'result', 'morgan', 'chase', 'changed', 'rating', 'hold', 'raytheon']"
2020-12-06 06:09:57,"The dean of American bankers J.P Morgan once advised a young broker, ""Take waste out of your spending, you will dri… https://t.co/esTTASlAWr","['dean', 'american', 'banker', 'morgan', 'advised', 'young', 'broker', 'take', 'waste', 'spending', 'dri']"
2020-12-06 05:27:15,"@cchukudebelu The US was built on enterprise, not handouts! 

If J. P. Morgan was not smart enough to read the Linc… https://t.co/Uy246Tpz8C","['built', 'enterprise', 'handout', 'morgan', 'smart', 'enough', 'read', 'linc']"
2020-12-06 04:50:42,"Raytheon Co. (RTN) surprised the market with Q3 result.  J.P. Morgan Chase changed the rating to Hold, as Raytheon… https://t.co/LHrFT4MMw3","['raytheon', 'rtn', 'surprised', 'market', 'result', 'morgan', 'chase', 'changed', 'rating', 'hold', 'raytheon']"
2020-12-06 04:21:15,RT @jpmorgan: Don’t get caught up in the market noise. Accessing a personalized investment strategy from a J.P. Morgan Advisor has never be…,"['get', 'caught', 'market', 'noise', 'accessing', 'personalized', 'investment', 'strategy', 'morgan', 'advisor', 'never']"
2020-12-06 03:30:48,"Axon Enterprise, Inc. (AAXN) surprised the market with Q2 result.  J.P. Morgan Chase changed the rating to Buy, as… https://t.co/lE3NswcWL1","['axon', 'enterprise', 'inc', 'aaxn', 'surprised', 'market', 'result', 'morgan', 'chase', 'changed', 'rating', 'buy']"
2020-12-06 02:02:30,@Cou_J Agreed you’ve thrown the ball on P and 10 on each drive and with 55 seconds left you don’t try to even get i… https://t.co/0eKDVdxE58,"['agreed', 'thrown', 'ball', 'drive', 'second', 'left', 'try', 'even', 'get']"
2020-12-06 01:40:59,"Alphabet Inc. (GOOG) surprised the market with Q4 result.  J.P. Morgan Chase changed the rating to Outperform, as A… https://t.co/2XTpMUpxra","['alphabet', 'inc', 'goog', 'surprised', 'market', 'result', 'morgan', 'chase', 'changed', 'rating', 'outperform']"
2020-12-06 01:28:52,The Christmas song “Jingle Bells” was first performed in 1857 in *checks notes* the month of September by *checks n… https://t.co/DWXUyNXFjf,"['christmas', 'song', 'jingle', 'bell', 'first', 'performed', 'check', 'note', 'month', 'september', 'check']"
2020-12-06 01:00:49,"Intuitive Surgical, Inc. (ISRG) surprised the market with Q2 result.  J.P. Morgan Chase changed the rating to Sell,… https://t.co/pfDFncdrbQ","['intuitive', 'surgical', 'inc', 'isrg', 'surprised', 'market', 'result', 'morgan', 'chase', 'changed', 'rating', 'sell']"
2020-12-06 00:50:35,"RT @jpmorgan: ""There is absolutely no sign of the pace of M&amp;A activity slowing down,” J.P. Morgan co-head of M&amp;A, Dirk Albersmeier, discuss…","['absolutely', 'sign', 'pace', 'mampa', 'activity', 'slowing', 'morgan', 'head', 'mampa', 'dirk', 'albersmeier', 'discus']"
2020-12-06 00:47:57,"@HumanOpenly @derickson1859 @ThePlowboys @SawyerHackett Exactly.  Even  J.P. Morgan, the owner of the conglomerate… https://t.co/pHrLQAgyUB","['exactly', 'even', 'morgan', 'owner', 'conglomerate']"
2020-12-06 00:40:51,"CVS Health Corp. (CVS) surprised the market with Q1 result.  J.P. Morgan Chase changed the rating to Hold, as CVS H… https://t.co/8k00NVJ1aS","['cv', 'health', 'corp', 'cv', 'surprised', 'market', 'result', 'morgan', 'chase', 'changed', 'rating', 'hold', 'cv']"
2020-12-06 00:01:49,@LiftedBidOn @goodalexander Yes but those seem to be domestic chinese banks? Unless J.P. Morgan or morgan stanley actually put capital there,"['yes', 'seem', 'domestic', 'chinese', 'bank', 'unless', 'morgan', 'morgan', 'stanley', 'actually', 'put', 'capital']"
2020-12-05 23:50:44,"Tesla, Inc. (TSLA) surprised the market with Q4 result.  J.P. Morgan Chase changed the rating to Outperform, as Tes… https://t.co/jR9QLnx5y0","['tesla', 'inc', 'tsla', 'surprised', 'market', 'result', 'morgan', 'chase', 'changed', 'rating', 'outperform', 'te']"
2020-12-05 23:45:57,@AlanMCole What about J.p. morgan who doesn't let you use special characters on your bank account PW or doesn't let… https://t.co/PxxFP1S2hV,"['morgan', 'let', 'use', 'special', 'character', 'bank', 'account', 'let']"
2020-12-05 23:45:45,J.P. Morgan Bank Broker Cleared of Coronavirus Crash Claim https://t.co/ZodxDtOO4g,"['morgan', 'bank', 'broker', 'cleared', 'coronavirus', 'crash', 'claim']"
2020-12-05 23:40:42,"The Walt Disney Company (DIS) surprised the market with Q2 result.  J.P. Morgan Chase changed the rating to Sell, a… https://t.co/bS7RfVeCcI","['walt', 'disney', 'company', 'dis', 'surprised', 'market', 'result', 'morgan', 'chase', 'changed', 'rating', 'sell']"
2020-12-05 23:25:35,"Belle da Costa Greene Managed J.P. Morgan’s Fortune For 43 Years, Passing as a White Woman https://t.co/ejnm4mVxKp","['belle', 'costa', 'greene', 'managed', 'morgan', 'fortune', 'year', 'passing', 'white', 'woman']"
2020-12-05 23:19:54,"RT @OthalieGraham: Passing as white, Belle da Costa Greene managed J.P. Morgan's fortune from the 1900s - Face2Face Africa https://t.co/CuT…","['passing', 'white', 'belle', 'costa', 'greene', 'managed', 'morgan', 'fortune', 'faceface', 'africa']"
2020-12-05 23:10:47,"AT&amp;T Inc. (T) surprised the market with Q2 result.  J.P. Morgan Chase changed the rating to Sell, as AT&amp;T Inc. (T)… https://t.co/xUNhCs2zHJ","['atampt', 'inc', 'surprised', 'market', 'result', 'morgan', 'chase', 'changed', 'rating', 'sell', 'atampt', 'inc']"
2020-12-05 23:09:10,"Passing as white, Belle da Costa Greene managed J.P. Morgan's fortune from the 1900s - Face2Face Africa https://t.co/CuT46w41Ei","['passing', 'white', 'belle', 'costa', 'greene', 'managed', 'morgan', 'fortune', 'faceface', 'africa']"
2020-12-05 23:07:29,"""Millionaires don’t use Astrology, BILLIONAIRES do”
 -J.P. Morgan","['millionaire', 'use', 'astrology', 'billionaire', 'morgan']"
2020-12-05 22:40:47,JinkoSolar Holding Company Limi (JKS) surprised the market with Q1 result.  J.P. Morgan Chase changed the rating to… https://t.co/dtHRUSN1p7,"['jinkosolar', 'holding', 'company', 'limi', 'jks', 'surprised', 'market', 'result', 'morgan', 'chase', 'changed', 'rating']"
2020-12-05 22:16:19,"RT @2PMinc: Polymathic Audio No. 013 publishes on Monday. Here’s a quick quote from today’s interview.

I work many more hours per day than…","['polymathic', 'audio', 'publishes', 'monday', 'quick', 'quote', 'today', 'interviewi', 'work', 'many', 'hour', 'per', 'day']"
2020-12-05 22:13:28,"Polymathic Audio No. 013 publishes on Monday. Here’s a quick quote from today’s interview.

I work many more hours… https://t.co/5x4wj43Z1F","['polymathic', 'audio', 'publishes', 'monday', 'quick', 'quote', 'today', 'interviewi', 'work', 'many', 'hour']"
2020-12-05 21:40:43,"Exxon Mobil Corp. (XOM) surprised the market with Q4 result.  J.P. Morgan Chase changed the rating to Underperform,… https://t.co/1o2nMO272i","['exxon', 'mobil', 'corp', 'xom', 'surprised', 'market', 'result', 'morgan', 'chase', 'changed', 'rating', 'underperform']"
2020-12-05 21:30:58,"Apple Inc. (AAPL) surprised the market with Q2 result.  J.P. Morgan Chase changed the rating to Buy, as Apple Inc.… https://t.co/mJ390XH6Sg","['apple', 'inc', 'aapl', 'surprised', 'market', 'result', 'morgan', 'chase', 'changed', 'rating', 'buy', 'apple', 'inc']"
2020-12-05 21:26:58,@benawoks @oloye__ @cchukudebelu Andrew Carnegie and J.P Morgan did a great a job,"['andrew', 'carnegie', 'morgan', 'great', 'job']"
2020-12-05 21:23:51,"@BabaCugs Listen and be normal... You are not J.P.Morgan

https://t.co/80KX48OEwQ","['listen', 'normal', 'jpmorgan']"
2020-12-05 21:21:53,J.P. Morgan Draws on Inspiration for Its Annual List of What to Read and Do https://t.co/xqUX5lK5Pu via @BarronsOnline,"['morgan', 'draw', 'inspiration', 'annual', 'list', 'read', 'via']"
2020-12-05 21:17:22,"Join Meera Pandit, Market Analyst of J.P. Morgan Asset Management and me as we look ahead and provide our Economic… https://t.co/Nb3fO15GRP","['join', 'meera', 'pandit', 'market', 'analyst', 'morgan', 'asset', 'management', 'look', 'ahead', 'provide', 'economic']"
2020-12-05 19:58:58,"“La Niña 2020 has evolved quicker and with stronger intensity than many leading climate models predicted,” analysts… https://t.co/AQ93QFeEoI","['niña', 'evolved', 'quicker', 'stronger', 'intensity', 'many', 'leading', 'climate', 'model', 'predicted', 'analyst']"
2020-12-05 19:35:29,"J.P. Morgan Securities LLC.
Co-Managers:Drexel Hamilton, LLC and Academy Securities, Inc.","['morgan', 'security', 'llcco', 'managersdrexel', 'hamilton', 'llc', 'academy', 'security', 'inc']"
2020-12-05 19:28:42,"#CharltonAthletic #cafc 
2020-21 05/12

C.Washington 5
C.Aneke 5
A.Morgan 2
E.Oztumer 1
M.Bonne 1
C.Barker 1
A.Doug… https://t.co/yufan6KQcQ","['charltonathletic', 'cafc', 'cwashington', 'caneke', 'amorgan', 'eoztumer', 'mbonne', 'cbarker', 'adoug']"
2020-12-05 19:22:02,"RT @ssrestrepo: “La Niña 2020 has evolved quicker and with stronger intensity than many leading climate models predicted,” analysts from J.…","['niña', 'evolved', 'quicker', 'stronger', 'intensity', 'many', 'leading', 'climate', 'model', 'predicted', 'analyst']"
2020-12-05 18:51:57,"┏•🎄•ೋ•• 🎅 ••ೋ•🎄•┓
COMING SOON
CHRISTMAS
OF MY BROKEN ANGEL
By
J Morgan Woodall
Releasing December 17
┗•🎄•ೋ•• 🎅 ••ೋ•… https://t.co/ii67skH0KG","['coming', 'soonchristmasof', 'broken', 'angelbyj', 'morgan', 'woodallreleasing', 'december']"
2020-12-05 17:10:45,"AT&amp;T Inc. (T) surprised the market with Q3 result.  J.P. Morgan Chase changed the rating to Buy, as AT&amp;T Inc. (T) i… https://t.co/JyJhr9jQF9","['atampt', 'inc', 'surprised', 'market', 'result', 'morgan', 'chase', 'changed', 'rating', 'buy', 'atampt', 'inc']"
2020-12-05 16:21:01,"Alphabet Inc. (GOOG) surprised the market with Q2 result.  J.P. Morgan Chase changed the rating to Hold, as Alphabe… https://t.co/8ont85KnJh","['alphabet', 'inc', 'goog', 'surprised', 'market', 'result', 'morgan', 'chase', 'changed', 'rating', 'hold', 'alphabe']"
2020-12-05 16:20:04,"@RepFredKeller @realDonaldTrump Fred Keller includes Genghis Khan, Barry Goldwater, J.P. Morgan and John D. Rockefe… https://t.co/zjr70ni8gg","['fred', 'keller', 'includes', 'genghis', 'khan', 'barry', 'goldwater', 'morgan', 'john', 'rockefe']"
2020-12-05 16:14:03,"Delaying a brand new income tax is a ""dumb"" idea says Lamont.  Well, not all of us are trust fund babies who are th… https://t.co/S7ciTN9gKz","['delaying', 'brand', 'new', 'income', 'tax', 'dumb', 'idea', 'say', 'lamont', 'well', 'trust', 'fund', 'baby']"
2020-12-05 16:04:19,"RT @ChiefMolloy: “Go as far as you can see; when you get there, you'll be able to see farther.” — J. P. Morgan #WeekendWisdom #SaturdayMorn…","['far', 'see', 'get', 'able', 'see', 'farther', 'morgan', 'weekendwisdom', 'saturdaymorn']"
2020-12-05 16:01:38,"J.P. Morgan Asset Management to buy fintech company 55ip 

READ MORE: https://t.co/bBPSaE2UHz

#Bank #blockchain… https://t.co/cLM6TJOpyI","['morgan', 'asset', 'management', 'buy', 'fintech', 'company', 'read', 'blockchain']"
2020-12-05 15:51:19,"""A man always has two reasons for doing anything: a good reason and the real reason."" J.P. Morgan","['man', 'always', 'two', 'reason', 'anything', 'good', 'reason', 'real', 'reason', 'morgan']"
2020-12-05 15:34:38,"5.12.2020 Zina yx tog bort antis cmnt p hens vid-&gt;Merkel in not J, Rockefeller is not J https://t.co/vKfZLzJgXl fr… https://t.co/sGbGu2twIV","['zina', 'tog', 'bort', 'anti', 'cmnt', 'hen', 'vid', 'gtmerkel', 'rockefeller']"
2020-12-05 15:19:49,@patrickc Time to use the old J.P. Morgan trick. Close the doors - no one in or out until it's done.,"['time', 'use', 'old', 'morgan', 'trick', 'close', 'door', 'one', 'done']"
2020-12-05 14:59:08,“The first step towards getting somewhere is to decide you’re not going to stay where you are.” — J.P. Morgan… https://t.co/3uiXcMDcXB,"['first', 'step', 'towards', 'getting', 'somewhere', 'decide', 'going', 'stay', 'morgan']"
2020-12-05 13:57:13,Yesterday's best opportunity: NCR stock went more than 7% after NCR stock price target raised to $34 from $28 at J.… https://t.co/aG734VP7oI,"['yesterday', 'best', 'opportunity', 'ncr', 'stock', 'went', 'ncr', 'stock', 'price', 'target', 'raised']"
2020-12-05 13:00:57,"“Go as far as you can see; when you get there, you'll be able to see farther.” — J. P. Morgan #WeekendWisdom #SaturdayMorning","['far', 'see', 'get', 'able', 'see', 'farther', 'morgan', 'weekendwisdom', 'saturdaymorning']"
2020-12-05 12:37:23,"RT @NABAInc: Congrats to the Black honorees featured in the 2021 Forbes 30 Under 30 Finance Division!

Chelsea Crowder, 28, VP of J.P. Morg…","['congrats', 'black', 'honoree', 'featured', 'forbes', 'finance', 'divisionchelsea', 'crowder', 'morg']"
2020-12-05 12:30:14,"RT @kayizarica: “The first step towards getting somewhere is to decide you’re not going to stay where you are.” 

J.P. Morgan","['first', 'step', 'towards', 'getting', 'somewhere', 'decide', 'going', 'stay', 'morgan']"
2020-12-05 12:00:40,JinkoSolar Holding Company Limi (JKS) surprised the market with Q2 result.  J.P. Morgan Chase changed the rating to… https://t.co/dEVS80SQHG,"['jinkosolar', 'holding', 'company', 'limi', 'jks', 'surprised', 'market', 'result', 'morgan', 'chase', 'changed', 'rating']"
2020-12-05 11:45:32,"RT @fduadmissions: #tbt to the old days, when Thomas Edison and J.P. Morgan worked with Hamilton Twombly to create an electrical tunnel sys…","['tbt', 'old', 'day', 'thomas', 'edison', 'morgan', 'worked', 'hamilton', 'twombly', 'create', 'electrical', 'tunnel', 'sys']"
2020-12-05 11:37:06,@TheTechTraders this is how gold investors are treated by J P Morgan. had to use the video taken from the current m… https://t.co/XqR4SAg4NF,"['gold', 'investor', 'treated', 'morgan', 'use', 'video', 'taken', 'current']"
2020-12-05 11:29:18,RT @sirronniecohen: Great to see IMPACT listed in @jpmorgan's annual list of what to read in 2021! Time to add IMPACT to your Xmas wish lis…,"['great', 'see', 'impact', 'listed', 'annual', 'list', 'read', 'time', 'add', 'impact', 'xmas', 'wish', 'li']"
2020-12-05 10:40:39,"Intuitive Surgical, Inc. (ISRG) surprised the market with Q4 result.  J.P. Morgan Chase changed the rating to Under… https://t.co/Xzk1EcRCVK","['intuitive', 'surgical', 'inc', 'isrg', 'surprised', 'market', 'result', 'morgan', 'chase', 'changed', 'rating']"
2020-12-05 10:29:13,"Go as far as you can see; when you get there, you'll be able to see farther.

~ J. P. Morgan
#quote #success https://t.co/g3Vn01xDvK","['far', 'see', 'get', 'able', 'see', 'farther', 'morganquote', 'success']"
2020-12-05 09:39:58,#TrowePrice largest sales in #Q32020. Read about the #Trade of #J P Morgan Chase &amp; Co $JPM at https://t.co/EEbudcLHux,"['troweprice', 'largest', 'sale', 'read', 'trade', 'morgan', 'chase', 'amp', 'jpm']"
2020-12-05 09:35:02,"J.P. Morgan Asset Management announced that it has entered into a definitive #Agreement to acquire 55ip, a #FinTech… https://t.co/0KCr4RNq8z","['morgan', 'asset', 'management', 'announced', 'entered', 'definitive', 'agreement', 'acquire', 'fintech']"
2020-12-05 09:20:48,"Axon Enterprise, Inc. (AAXN) surprised the market with Q2 result.  J.P. Morgan Chase changed the rating to Hold, as… https://t.co/04kOOwfWXB","['axon', 'enterprise', 'inc', 'aaxn', 'surprised', 'market', 'result', 'morgan', 'chase', 'changed', 'rating', 'hold']"
2020-12-05 09:01:16,"RT @EsotericExposal: Between 1865 and 1913, London bankers led by the Rothschilds used agents such as J.P. Morgan and J.D. Rockefeller to g…","['london', 'banker', 'led', 'rothschild', 'used', 'agent', 'morgan', 'rockefeller']"
2020-12-05 08:41:47,"CVS Health Corp. (CVS) surprised the market with Q4 result.  J.P. Morgan Chase changed the rating to Buy, as CVS He… https://t.co/SNit8ntFVV","['cv', 'health', 'corp', 'cv', 'surprised', 'market', 'result', 'morgan', 'chase', 'changed', 'rating', 'buy', 'cv']"
2020-12-05 08:20:40,"AT&amp;T Inc. (T) surprised the market with Q3 result.  J.P. Morgan Chase changed the rating to Outperform, as AT&amp;T Inc… https://t.co/Q2mSyAfdmw","['atampt', 'inc', 'surprised', 'market', 'result', 'morgan', 'chase', 'changed', 'rating', 'outperform', 'atampt', 'inc']"
2020-12-05 08:10:39,Molson Coors Brewing Co. (TAP) surprised the market with Q3 result.  J.P. Morgan Chase changed the rating to Outper… https://t.co/iczmX9scta,"['molson', 'coors', 'brewing', 'tap', 'surprised', 'market', 'result', 'morgan', 'chase', 'changed', 'rating', 'outper']"
2020-12-05 08:08:15,J.P. Morgan Exchange-Traded Fund Trust files with the SEC-JPMorgan Carbon Transition U.S. Equity ETF https://t.co/guhtWsemis,"['morgan', 'exchange', 'traded', 'fund', 'trust', 'file', 'sec', 'jpmorgan', 'carbon', 'transition', 'equity', 'etf']"
2020-12-05 07:59:41,@ChartShark13 was talking to a trader from J.p. morgan tonight and i told him about my $BB play and he told me “sta… https://t.co/9TA3T51T0i,"['talking', 'trader', 'morgan', 'tonight', 'told', 'play', 'told', 'sta']"
2020-12-05 07:52:06,"A quick bio piece on my hero, the absolute legend who was JP Morgan, and how he saved America.

For those who kinda… https://t.co/X2gqqT6XxH","['quick', 'bio', 'piece', 'hero', 'absolute', 'legend', 'morgan', 'saved', 'americafor', 'kinda']"
2020-12-05 07:13:40,"“La Niña 2020 has evolved quicker and with stronger intensity than many leading climate models predicted,” analysts… https://t.co/ozMLWrjlbc","['niña', 'evolved', 'quicker', 'stronger', 'intensity', 'many', 'leading', 'climate', 'model', 'predicted', 'analyst']"
2020-12-05 06:51:40,"Exxon Mobil Corp. (XOM) surprised the market with Q4 result.  J.P. Morgan Chase changed the rating to Underperform,… https://t.co/KCKLhMuLto","['exxon', 'mobil', 'corp', 'xom', 'surprised', 'market', 'result', 'morgan', 'chase', 'changed', 'rating', 'underperform']"
2020-12-05 05:06:48,call me J.P. Morgan the way I chAse bank,"['call', 'morgan', 'way', 'chase', 'bank']"
2020-12-05 04:56:33,@HalSaline @zazzybritches @MykeyCantona7 @RonPyke @MairScott3 @BubbaJoeJimBob1 @doug_in_nc @62WalterP @IMundebo… https://t.co/kGrJBNIRZk,[]
2020-12-05 04:00:41,"General Motors Co. (GM) surprised the market with Q1 result.  J.P. Morgan Chase changed the rating to Sell, as Gene… https://t.co/UqEr7iECQE","['general', 'motor', 'surprised', 'market', 'result', 'morgan', 'chase', 'changed', 'rating', 'sell', 'gene']"
2020-12-05 03:52:05,"J.P Morgan saw ""a recovery to above-trend global growth in 2020.""

""J.P. Morgan Research is targeting 2-year and 10… https://t.co/3XmK65edCc","['morgan', 'saw', 'recovery', 'trend', 'global', 'growth', 'morgan', 'research', 'targeting', 'year']"
2020-12-05 03:32:34,"RT @FinanceMedia1: If you have to ask how much it costs, you can’t afford it.

 - J.P. Morgan","['ask', 'much', 'cost', 'afford', 'morgan']"
2020-12-05 03:14:11,"@chakery Btc target price was recently put at 140,000 by J.P. Morgan. I forget the year but many say it will be wor… https://t.co/Y8M0907584","['btc', 'target', 'price', 'recently', 'put', 'morgan', 'forget', 'year', 'many', 'say', 'wor']"
2020-12-05 03:08:47,@keyflrt the only thing besides the british one that came up is a j.p. morgan executive director?? n i don’t think they’re referring to him,"['thing', 'besides', 'british', 'one', 'came', 'morgan', 'executive', 'director', 'think', 'referring']"
2020-12-05 02:54:29,"@RareGemHunt @tgh0321 @DailyCaller J P Morgan Chase is the New American Currency 
Silver back called Amero // oppos… https://t.co/qIJoCaOYdW","['morgan', 'chase', 'new', 'american', 'currency', 'silver', 'back', 'called', 'amero', 'oppos']"
2020-12-05 02:42:57,"Passing as white, Belle da Costa Greene managed J.P. Morgan's fortune from the 1900s - Face2Face Africa https://t.co/H2Z3yBRmae","['passing', 'white', 'belle', 'costa', 'greene', 'managed', 'morgan', 'fortune', 'faceface', 'africa']"
2020-12-05 02:21:43,"Intuitive Surgical, Inc. (ISRG) surprised the market with Q1 result.  J.P. Morgan Chase changed the rating to Under… https://t.co/2VfKLFFamv","['intuitive', 'surgical', 'inc', 'isrg', 'surprised', 'market', 'result', 'morgan', 'chase', 'changed', 'rating']"
2020-12-05 01:31:47,"Axon Enterprise, Inc. (AAXN) surprised the market with Q2 result.  J.P. Morgan Chase changed the rating to Underper… https://t.co/qFzrwHCApx","['axon', 'enterprise', 'inc', 'aaxn', 'surprised', 'market', 'result', 'morgan', 'chase', 'changed', 'rating', 'underper']"
2020-12-05 00:48:28,RT @advisorhubinc: An arbitration panel this week threw cold water on a customer’s complaint that J.P. Morgan owed him money for failing to…,"['arbitration', 'panel', 'week', 'threw', 'cold', 'water', 'customer', 'complaint', 'morgan', 'owed', 'money', 'failing']"
2020-12-05 00:23:15,@CMoneyNoMoney @tommyrennolds It gets wilder than that... https://t.co/LNtYrShbwP,"['get', 'wilder']"
2020-12-05 00:10:54,"Axon Enterprise, Inc. (AAXN) surprised the market with Q2 result.  J.P. Morgan Chase changed the rating to Hold, as… https://t.co/WvCrpbejub","['axon', 'enterprise', 'inc', 'aaxn', 'surprised', 'market', 'result', 'morgan', 'chase', 'changed', 'rating', 'hold']"
2020-12-05 00:00:00,"If you have to ask how much it costs, you can’t afford it.

 - J.P. Morgan","['ask', 'much', 'cost', 'afford', 'morgan']"
2020-12-04 23:51:40,"Apple Inc. (AAPL) surprised the market with Q3 result.  J.P. Morgan Chase changed the rating to Hold, as Apple Inc.… https://t.co/TcbS40u9vV","['apple', 'inc', 'aapl', 'surprised', 'market', 'result', 'morgan', 'chase', 'changed', 'rating', 'hold', 'apple', 'inc']"
2020-12-04 23:42:45,J.P. Morgan Exchange-Traded Fund Trust (0001485894) (Filer) https://t.co/dEmjH03lf5 #SecuritiesExchangeCommission… https://t.co/YMvlyajTE3,"['morgan', 'exchange', 'traded', 'fund', 'trust', 'filer', 'securitiesexchangecommission']"
2020-12-04 23:30:12,@crm_mike J.P. Morgan had George Peabody (Peabody didn’t have anyone to pass down his investment partnership too so he gave it to Morgan),"['morgan', 'george', 'peabody', 'peabody', 'anyone', 'pas', 'investment', 'partnership', 'gave', 'morgan']"
2020-12-04 23:11:42,"The Walt Disney Company (DIS) surprised the market with Q1 result.  J.P. Morgan Chase changed the rating to Sell, a… https://t.co/loIJDm5dDs","['walt', 'disney', 'company', 'dis', 'surprised', 'market', 'result', 'morgan', 'chase', 'changed', 'rating', 'sell']"
2020-12-04 23:04:28,"Within forty-eight hours, TD Ameritrade, E-Trade, J. P. Morgan and Fidelity followed Schwab. Then, in Wall Street J… https://t.co/9i85lRBVWA","['within', 'forty', 'eight', 'hour', 'ameritrade', 'trade', 'morgan', 'fidelity', 'followed', 'schwab', 'wall', 'street']"
2020-12-04 23:01:10,"Congrats to the Black honorees featured in the 2021 Forbes 30 Under 30 Finance Division!

Chelsea Crowder, 28, VP o… https://t.co/g8172ldzU7","['congrats', 'black', 'honoree', 'featured', 'forbes', 'finance', 'divisionchelsea', 'crowder']"
2020-12-04 22:45:55,"Random moments that I love: 

In the Prologue J.P. Morgan and Henry Ford are introduced as “at the apex of the Amer… https://t.co/V0RdxbHj60","['random', 'moment', 'love', 'prologue', 'morgan', 'henry', 'ford', 'introduced', 'apex', 'amer']"
2020-12-04 22:45:50,"Fact : Between 1865 and 1913, London bankers led by the Rothschilds used agents such as J.P. Morgan and J.D. Rockef… https://t.co/YiwcBOykrM","['fact', 'london', 'banker', 'led', 'rothschild', 'used', 'agent', 'morgan', 'rockef']"
